,id,date,author,location,likes,retweets,polarity,subjectivity,emoji_all,emoji_num,tweet
10,1327125667515928578,2020-11-13 05:46:30,mmbellybutt,Pilipinas,0,248,0.0,0.0,set(),0,b'RT @cheesecakekpn: The construction of Kaliwa Dam is a prime example of why environmental issues should always be raised and linked to the\\u2026'
11,1327125663963357185,2020-11-13 05:46:29,TexasBelle12,West Texas,0,3802,0.1,0.1,set(),0,b'RT @Alec_Mazo: Just a thought: there is no historical comparable to this election. Anyone saying the margins are too much to overcome don\\u2019t\\u2026'
12,1327125663657160704,2020-11-13 05:46:29,SpiderlyJackpot,,0,0,0.0,0.1,set(),0,b'@AnInsaneErudite \\u2014 lawyers in the world. MJ knew when a line would be crossed that it would be too big of a risk to\\u2026 https://t.co/1dDfV3eXuK'
13,1327125661018951682,2020-11-13 05:46:29,iamgoldiedimple,"Ohio, USA",0,0,-0.13333333333333336,0.5666666666666667,{'💀'},1,b'i\\u2019m honestly tired of seeing this ken shit alr. like ppl really think this nigga was THAT NIGGA\\U0001f480 nah baby that ain\\u2019\\u2026 https://t.co/JwP5pveZEJ'
14,1327125660947656707,2020-11-13 05:46:29,mklee936,,0,6409,0.045833333333333316,0.5625,set(),0,b'RT @KamalaHarris: Too many people are grieving the devastating loss of a loved one due to COVID\\u2014many of whom were forced to die alone. It s\\u2026'
15,1327125658183610368,2020-11-13 05:46:28,AwesomeAction,,0,6409,0.045833333333333316,0.5625,set(),0,b'RT @KamalaHarris: Too many people are grieving the devastating loss of a loved one due to COVID\\u2014many of whom were forced to die alone. It s\\u2026'
16,1327125656581386243,2020-11-13 05:46:27,Bbreadlady,"Oklahoma, USA",0,722,0.0972222222222222,0.46944444444444444,set(),0,b'RT @LizForTX8: Who would be in favor of a 3-week scheduled shut down where we let everyone prepare with food/supplies and then do a true lo\\u2026'
17,1327125655708954631,2020-11-13 05:46:27,ChriatineW,"Connecticut, USA",0,6409,0.045833333333333316,0.5625,set(),0,b'RT @KamalaHarris: Too many people are grieving the devastating loss of a loved one due to COVID\\u2014many of whom were forced to die alone. It s\\u2026'
18,1327125655167840257,2020-11-13 05:46:27,MarkPritchard,"Bernal Heights, San Francisco",0,0,0.0,0.0,set(),0,"b'With this COVID-19 risk assessment website https://t.co/7hdyyWH7wx, you can pick a county and the number of people\\u2026 https://t.co/ByqKeo4qjL'"
19,1327125654953996289,2020-11-13 05:46:27,SRAMFSAES,United States,0,1555,0.0,0.0,set(),0,b'RT @rlDonaldTrumpj: The corruption and fraud of the Dominion vote machines will soon be released for all to see thus ensuring a victory unl\\u2026'
20,1327125654182170625,2020-11-13 05:46:27,txtbeom,moa ♡ bamtori,0,268,-0.25,0.55,set(),0,b'RT @soobunny_13: i\\u2019m sorry but there are some big accounts who already brainwashed a LOT of moas that tagging @TXT_members and @TXT_bighit\\u2026'
21,1327125650004701184,2020-11-13 05:46:26,SAGARHOSPITALS,India,0,0,0.033333333333333354,0.6833333333333333,set(),0,"b'If you show even some of these symptoms, get a checkup. #Diabetes is not to be taken lightly and can cause serious\\u2026 https://t.co/L5UpzEaC6l'"
22,1327125649623031808,2020-11-13 05:46:26,markfj_PDX,,0,0,0.0,0.0,set(),0,"b'@JoAnnPDX You call for violence, but pretend to deplore violence.  You want to defund the PPB, yet faced with the i\\u2026 https://t.co/q3GGV6hRQQ'"
23,1327125647819411458,2020-11-13 05:46:25,salaleove_,☀🌻 - gmm - nadao dungeon,0,3,0.475,0.625,set(),0,"b'RT @rkatepuka: I would say why ITSAY is this successful, it would be because of members of ITSAY team who are LGBTQ+ in the real life deepl\\u2026'"
24,1327125647362318341,2020-11-13 05:46:25,Dreamcatcher223,Earth,0,0,0.4,0.8,set(),0,"b'and between yours and Thailand is completly different.. If Thai yuyu can accept the joke and be happy with it, so w\\u2026 https://t.co/DLr5Nx1hAi'"
25,1327125646145966086,2020-11-13 05:46:25,Sirfelixayunga,"Nairobi,Kenya",0,3,0.7,0.6000000000000001,set(),0,b'RT @FredNyaga13: The Biggest Problem we have in Kenya Is Everyone Must Eat..And The Biggest Tragedy is we have A good Number of Kenyans Who\\u2026'
26,1327125641955864584,2020-11-13 05:46:24,Janesofro,"Arroyo Grande, CA",0,6812,0.0,0.0,set(),0,"b""RT @donwinslow: STAY AWAY FROM THE MAGA MARCH BULLSHIT.\\n\\nWe don't need to be there.\\n\\nWe don't want to be there.\\n\\nAnd if we're there they ar\\u2026"""
27,1327125641179901952,2020-11-13 05:46:24,choiyeonki,,0,3237,0.22424242424242424,0.6363636363636364,set(),0,b'RT @vantefIwr: the prime minister of south korea saying bts is unstoppable and he hopes their new album reaches a new milestone. important\\u2026'
28,1327125637195321345,2020-11-13 05:46:23,nlbdraws,,0,144,0.0,0.0,set(),0,"b""RT @koumrnd: [IT COSTS $0 TO RT~]\\n\\nHello everyone, I'm doing emergency commissions to donate for the victims of #UlyssesPH and to my school\\u2026"""
29,1327125636071247872,2020-11-13 05:46:23,AndromedaSkywa1,,0,0,-0.3499999999999999,0.6333333333333333,set(),0,b'@wkamaubell May be the one man who has harmed humanity as bad as the likes of Hitler but in different ways. Mark Zu\\u2026 https://t.co/VeccC5INmS'
30,1327125636037668864,2020-11-13 05:46:23,PressAtoJay,Canada,0,0,-0.14027777777777778,0.3319444444444445,set(),0,"b'@DeepSeededGeek I was just thinking about you the other day, I was taking a trip down memory lane listening to some\\u2026 https://t.co/hrnI4LNqRc'"
31,1327125635978964994,2020-11-13 05:46:23,ghrayshell,she/her,0,2,-0.16666666666666666,0.16666666666666666,set(),0,"b'RT @_boutamikkigo: In line of what\\u2019s happening, I decided to sell my clothes for a cause, half of it will be donated to the families that w\\u2026'"
32,1327125633487540224,2020-11-13 05:46:22,ezex__,hair dye store,0,0,0.0,0.0,set(),0,"b""@simonicorn i know its supposed to be in capital but there's a lot of gods and godesses i know and believe so...(at\\u2026 https://t.co/5MUrO5Cf1N"""
33,1327125628978655232,2020-11-13 05:46:21,iamTAYGAH,Nigeria,0,918,-1.0,1.0,set(),0,b'RT @maxajee: The situation in zamfara is getting worst day by day... Hw can bandits be negotiating with villagers to allow them harvest the\\u2026'
34,1327125625136615430,2020-11-13 05:46:20,KimRose00813668,,0,57,0.5125,0.7125,set(),0,b'RT @myonlyTAEger: [1\\u20e3] V has proved to be a global attractive man once again by becoming one of the five attractive stars of 2020 selected\\u2026'
35,1327125624054571009,2020-11-13 05:46:20,TinaR_Starks,,0,1627,-0.3166666666666667,0.3,set(),0,"b'RT @WokeLiving: Alright educators, parents, women, this is a failure of education and curriculum. \\nNO ONE should be flocking to SUSAN B. AN\\u2026'"
36,1327125623970672642,2020-11-13 05:46:20,TerriGo,,0,6812,0.0,0.0,set(),0,"b""RT @donwinslow: STAY AWAY FROM THE MAGA MARCH BULLSHIT.\\n\\nWe don't need to be there.\\n\\nWe don't want to be there.\\n\\nAnd if we're there they ar\\u2026"""
37,1327125623651921922,2020-11-13 05:46:20,ARMYBayanihan,"National Capital Region, Repub",0,1,0.0,0.0,set(),0,"b'RT @Yoongi_Chim: Please please. Hundred families are gravely flooded. They are in a progress of recovery when another typhoon came, so plea\\u2026'"
38,1327125623609978880,2020-11-13 05:46:20,Ni2Ti,,0,0,0.125,0.16666666666666666,set(),0,"b'O.b.a.m.a.c.a.r.e was the first step of O.b.a.m.a.G.a.t.e. Whatever you write about the latter, it disappear. BO wa\\u2026 https://t.co/0eDJpskzOf'"
39,1327125622548803584,2020-11-13 05:46:19,The_Moo_Piont,,0,268,-0.25,0.55,set(),0,b'RT @soobunny_13: i\\u2019m sorry but there are some big accounts who already brainwashed a LOT of moas that tagging @TXT_members and @TXT_bighit\\u2026'
40,1327125617603710977,2020-11-13 05:46:18,DesignerNails,"Twin Cities, MN",0,6812,0.0,0.0,set(),0,"b""RT @donwinslow: STAY AWAY FROM THE MAGA MARCH BULLSHIT.\\n\\nWe don't need to be there.\\n\\nWe don't want to be there.\\n\\nAnd if we're there they ar\\u2026"""
41,1327125612989919232,2020-11-13 05:46:17,fcfortune,Traveling The World 🛫,0,1,0.11666666666666665,0.45,"{'😫', '😖'}",2,b'RT @NtimsJP: @fcfortune Facts!! \\U0001f62b\\U0001f616 I actually men would automatically get sent to a far away island once they get married. A lot of things\\u2026'
42,1327125611878510596,2020-11-13 05:46:17,Becs,Aotearoa,0,1,-0.275,0.225,set(),0,"b""RT @GrowFromHereNZ: @Becs @JInTheLife I had a staff member lodge a complaint because I didn't always acknowledge her when I went past her d\\u2026"""
43,1327125611027042304,2020-11-13 05:46:17,dkoech79,"Nairobi, Kenya",0,3,0.7,0.6000000000000001,set(),0,b'RT @FredNyaga13: The Biggest Problem we have in Kenya Is Everyone Must Eat..And The Biggest Tragedy is we have A good Number of Kenyans Who\\u2026'
44,1327125610632798208,2020-11-13 05:46:17,SEAjewce,Southeast Asia,0,0,-0.4,0.4,set(),0,"b""@themilinvestor @TheJimWarner @Soumyazen $tdoc is the biggest disruptor I've seen. There M&amp;A game is going to be ex\\u2026 https://t.co/8tbT1Jlc5H"""
45,1327125606933336064,2020-11-13 05:46:16,jdosback,,0,6409,0.045833333333333316,0.5625,set(),0,b'RT @KamalaHarris: Too many people are grieving the devastating loss of a loved one due to COVID\\u2014many of whom were forced to die alone. It s\\u2026'
46,1327125605557669889,2020-11-13 05:46:15,arndt_kathe,"Santa Monica, CA",0,0,0.0,0.0,set(),0,"b'@lilmel33 @ReverendWarnock @ossoff And, if you have it donate,. please. trump has hollowed out agencies, he\\u2019s on a\\u2026 https://t.co/C0Uz6uh4mL'"
47,1327125605171818496,2020-11-13 05:46:15,JakeSnakeMinor,,0,285,0.6875,0.4,set(),0,"b'RT @GriffinPuatu: #SpiderManMilesMorales is out today! I voice Miles\\u2019 best friend Ganke Lee, your friendly neighborhood guy-in-the-chair. I\\u2026'"
48,1327125604752367620,2020-11-13 05:46:15,tinynail,please wear a damn mask,0,98,-0.11041666666666668,0.49375,set(),0,"b'RT @laursimpz: Utah could be a case study on the massive failure of relying on ""personal responsibility"" and other conservative buzzwords t\\u2026'"
49,1327125604634923012,2020-11-13 05:46:15,KenRoth,New York,0,0,0.0,0.0,set(),0,"b'The allegations against ousted Peruvian President Vizcarra should be investigated, but the legality of his removal\\u2026 https://t.co/UQg6r4F8g5'"
50,1327125604169289728,2020-11-13 05:46:15,isa97,Paris,0,622,0.0,0.0,set(),0,b'RT @OlgaNYC1211: What a traitor @senatemajldr is to allow the dismantling of our agencies and endangerment of our national security. Wyden\\u2026'
51,1327125602600706048,2020-11-13 05:46:15,lixsweetie,"Chicago, IL",0,3036,0.0,0.0,{'😓'},1,"b'RT @staynic2015: HELLO GUYS, PLEASE HELP ME AND MY FAMILY \\U0001f613 OUR HOUSE AND OUR CROPS WHICH IS THE SOURCE OF OUR INCOME WAS DESTROYED BECAUSE\\u2026'"
52,1327125602156077060,2020-11-13 05:46:15,updike_terri,,0,6349,0.13636363636363635,0.45454545454545453,set(),0,"b'RT @SenKamalaHarris: Yesterday, the United States reported a record number of new coronavirus cases. Doctors and nurses continue to be over\\u2026'"
53,1327125601711509505,2020-11-13 05:46:14,pitbullopossum,,0,1,-0.15454545454545454,0.5,set(),0,b'RT @selenaoct2018: @tomselliott @JoeBiden I used to live in an America that believed it would be wrong for the US military to attack its ow\\u2026'
54,1327125601690529794,2020-11-13 05:46:14,JoyceMawutor,,0,0,-0.05,0.4,set(),0,"b""As a long-term, permanent solution to flooding in Accra, Gov't have  establish a National Hydrology Authority (NHA)\\u2026 https://t.co/cLGHp2NS8i"""
55,1327125597999538180,2020-11-13 05:46:14,AlexParini,Ho Chi Minh,0,0,0.4666666666666667,0.6166666666666667,set(),0,"b'@stevejacksonHN Ah, I see now. Perhaps \\u201cignore\\u201d was too strong of word. More emphasis, in my opinion, should be on\\u2026 https://t.co/ph9pEgunvV'"
56,1327125597668192264,2020-11-13 05:46:13,Okachuwku,"St Louis, MO; He/Him",0,0,0.3,0.1,set(),0,"b'@JamesBu9 @AnnaJaneSmith4 @YourManDevine Yes, Tatum and Ja is worth building a team with. Every asset helps, the #3\\u2026 https://t.co/VZ7w5WgTYh'"
57,1327125597550768135,2020-11-13 05:46:13,MichaelBudlove1,"Elizabethtown, KY",0,0,-0.02,0.33999999999999997,set(),0,b'@sportstalk_sec Send Mizzou back to the Big XII and insert West Virginia! 2nd would be A &amp; M only because of geography! Replace with Clemson'
58,1327125596825137152,2020-11-13 05:46:13,faeona_,she/ her | 18+ ,0,1215,0.0,0.0,{'📍'},1,b'RT @sardin4s: \\U0001f4cd#Icons4UlyssesPH is an artist-led advocacy project that encourages netizens to aid donation drives and relief operations hel\\u2026'
59,1327125595776577538,2020-11-13 05:46:13,pieliediemew,Sarawak,0,580,0.0,0.0,set(),0,b'RT @ilhvneey: 3. Allah will also not accept the dua of a hasty person. Meaning they make dua and they stop because their dua isn\\u2019t answered\\u2026'
60,1327125590881824774,2020-11-13 05:46:12,BActorea,,0,96,0.03333333333333333,0.43333333333333335,set(),0,b'RT @divaxblink: the way I spent so much money buying copies of \\u2018the album\\u2019 because I thought we wouldn\\u2019t see blackpink for two years only f\\u2026'
61,1327125589476708419,2020-11-13 05:46:11,idaelso,+62,0,3,0.55,0.8125,set(),0,"b'RT @helenbaebae: even though i\\u2019m taking time to adjust to the \\xe6 girls, if i was a member of a girl group and i was able to have my own virt\\u2026'"
62,1327125587614441474,2020-11-13 05:46:11,yousaiditbruh,,0,70,0.07142857142857142,0.5892857142857143,set(),0,"b'RT @shOoObz: And even smart people keep saying it is the same level of risk. Necessary or not, going into a place where everyone is mandate\\u2026'"
63,1327125587165638657,2020-11-13 05:46:11,MZarogoza,United States,0,162,0.0,0.0,set(),0,"b'RT @Paula_White: Let every veil be removed. Let every lying spirit, and every deceptive spirit, let everything that would come against your\\u2026'"
64,1327125584955240448,2020-11-13 05:46:10,what_alchemy,,0,0,-0.05,0.5,set(),0,"b'Ugh, people are coming in the morning to fix shit they should have fixed months ago. I have to be like, awake and c\\u2026 https://t.co/n6764QFPWp'"
65,1327125584829444096,2020-11-13 05:46:10,SheilaBran,SC,0,6812,0.0,0.0,set(),0,"b""RT @donwinslow: STAY AWAY FROM THE MAGA MARCH BULLSHIT.\\n\\nWe don't need to be there.\\n\\nWe don't want to be there.\\n\\nAnd if we're there they ar\\u2026"""
66,1327125582614769670,2020-11-13 05:46:10,HabbyMomma,"Virginia, USA",0,6812,0.0,0.0,set(),0,"b""RT @donwinslow: STAY AWAY FROM THE MAGA MARCH BULLSHIT.\\n\\nWe don't need to be there.\\n\\nWe don't want to be there.\\n\\nAnd if we're there they ar\\u2026"""
67,1327125580295397377,2020-11-13 05:46:09,AniPalmo,"Poolesville, MD",0,6409,0.045833333333333316,0.5625,set(),0,b'RT @KamalaHarris: Too many people are grieving the devastating loss of a loved one due to COVID\\u2014many of whom were forced to die alone. It s\\u2026'
68,1327125578605072391,2020-11-13 05:46:09,bymetawin,,0,3,0.475,0.625,set(),0,"b'RT @rkatepuka: I would say why ITSAY is this successful, it would be because of members of ITSAY team who are LGBTQ+ in the real life deepl\\u2026'"
69,1327125576319119360,2020-11-13 05:46:08,JBRodri43383411,,0,1,0.2,0.1,set(),0,b'RT @TOBarr8: @TheLeoTerrell @realDonaldTrump @seanhannity Trump wants an army of patriots to protect him and our democracy he would have 70\\u2026'
70,1327125575690047489,2020-11-13 05:46:08,Game_disruptor,Europe,0,6409,0.045833333333333316,0.5625,set(),0,b'RT @KamalaHarris: Too many people are grieving the devastating loss of a loved one due to COVID\\u2014many of whom were forced to die alone. It s\\u2026'
71,1327125574955962368,2020-11-13 05:46:08,IndranJayy,Kuala Lumpur,0,959,0.33333333333333337,0.5958333333333333,set(),0,"b'RT @CaptGopinath: The portrayal of my wife Bhargavi by Aparna was very well etched out , of a woman who had her own mind , strong but soft\\u2026'"
72,1327125573525778433,2020-11-13 05:46:08,jmlost108,,0,1,0.0,0.0,set(),0,b'RT @Vhonani: Some traits of class and respect cannot be learned sitting on the sidelines with a silver spoon at hand and disguising it as t\\u2026'
73,1327125573383188484,2020-11-13 05:46:08,Kbreez4,Alagbado,0,0,1.0,1.0,set(),0,b'If there is anyone I want to have on my song that would be The greatest @davido and the Mayor of Lagos @IamMayorKun\\u2026 https://t.co/6QGT3NdtO4'
74,1327125571164385281,2020-11-13 05:46:07,AleemamLF,Somewhere worth being,0,624,-0.5,1.0,set(),0,"b'RT @BashirAhmaad: FAKE NEWS ALERT: The Federal Government is NOT planning to start paying repented Boko Haram members N150,000 monthly, the\\u2026'"
75,1327125571097288706,2020-11-13 05:46:07,Frittte1,,0,97,0.5,0.8888888888888888,{'⚠️'},2,"b""RT @NathaIia13: \\u26a0\\ufe0fREAD\\u26a0\\ufe0f\\n\\nY'all!! It's my birthday today, but I'm not so sure if I'm gonna make it on time. Y'all know that I lost my job a\\u2026"""
76,1327125570849812480,2020-11-13 05:46:07,Konsekinippon,"Zulia, Venezuela",0,491,0.1,0.2,set(),0,"b""RT @thduckoverlord: Hello my name is Dan, I'm a 25- year old Venezuelan and I'm going to become homeless by the end of the year. I need hel\\u2026"""
77,1327125569541124097,2020-11-13 05:46:07,hoykathniellang,,0,1064,0.175,0.21666666666666667,set(),0,"b'RT @enadkk: Hoy mga DDS!! Nobody is saying it\\u2019s DU30\\u2019S fault there\\u2019s a typhoon!! As THE president, he should be the first to take action on\\u2026'"
78,1327125569499181056,2020-11-13 05:46:07,HiggyKitty,"Cleveland, OH",0,368,0.0,0.0,set(),0,b'RT @vermontgmg: What if the House Admin Committee required each Rep to submit a letter attesting to the acceptance of their election as leg\\u2026'
79,1327125568832368642,2020-11-13 05:46:07,aminaaahhhhh,Wilayah Persekutuan Kuala Lump,0,115,0.11818181818181818,0.37727272727272726,set(),0,b'RT @im020204: Summary of article:\\n- Filming to begin in early Dec\\n- there will be new character(s) and Shin PD has met a lot of actors for\\u2026'
80,1327125568589090817,2020-11-13 05:46:07,barbthomas67,Southern Maine,0,0,0.0,0.0,set(),0,"b""No, there's a separation of church and state...read your constitution! Smh..always trying to weasel in on something\\u2026 https://t.co/Ehqftavw4Y"""
81,1327125568576516101,2020-11-13 05:46:07,Ceoanaigmz,"Atlanta, GA",0,0,0.08333333333333333,0.1111111111111111,set(),0,b'Giving someone a second chance for an hour and them reminding you why you left in the first place has got to be one\\u2026 https://t.co/mnq1DzI5Zm'
82,1327125567272067079,2020-11-13 05:46:06,propagaming,he/him,0,0,0.5,0.5,set(),0,"b""if it weren't for copyright law, fans would just make better versions of all the games that companies make. that's\\u2026 https://t.co/YUmuCO2Eox"""
83,1327125566856769537,2020-11-13 05:46:06,easyproperty,Global,0,1,0.0,1.0,set(),0,"b'Foreigner Freehold Condo on the 7 floor in Kata Phuket: Indeed, its location by itself is a key selling point; loca\\u2026 https://t.co/gKq6nGHmu9'"
84,1327125565669847041,2020-11-13 05:46:06,DonMcKenzie,"Brooklyn, NY",0,21,-0.04047619047619048,0.15476190476190477,set(),0,"b""RT @truth_breaking: AOC hasn't said a single word about Jalil Muntaqim and his recent and wrongful arrest but claims to be the legacy of th\\u2026"""
85,1327125561261617155,2020-11-13 05:46:05,amandeepbhinde1,,0,49,0.31363636363636366,0.7227272727272727,set(),0,"b'RT @hkaur0353: Focus on an ocean of positives, not a puddle of negatives. The world needs huge positive energy to fight against the negativ\\u2026'"
86,1327125561207103490,2020-11-13 05:46:05,abirdnamedtonia,Sweden,0,168,-0.002222222222222218,0.3688888888888889,set(),0,"b""RT @Gordy_Mc1ntosh: The level of corruption and cronyism in our current government is so high I don't think previous scandals like cash for\\u2026"""
87,1327125559047020544,2020-11-13 05:46:04,BhabenMandal2,,0,77,0.5166666666666666,0.6,set(),0,b'RT @NaveenK230693: #LifeChangingBookOnDiwali\\n The Way of Living is worthy to be kept in a book house. Reading this will bring happiness and\\u2026'
88,1327125558216552450,2020-11-13 05:46:04,giddings3_g,"Bredbury, Gtr Manchester",0,11,0.5,0.625,set(),0,b'RT @animalswilmslow: The sanctuary is home to a number of permanent residents who have not been able to be re-homed for a variety of reason\\u2026'
89,1327125557180571648,2020-11-13 05:46:04,TangentII,The other side of the wall,0,3802,0.1,0.1,set(),0,b'RT @Alec_Mazo: Just a thought: there is no historical comparable to this election. Anyone saying the margins are too much to overcome don\\u2019t\\u2026'
90,1327125555544809472,2020-11-13 05:46:03,blinachka,New York,0,10,0.16666666666666666,0.43333333333333335,set(),0,b'RT @grim_prime: @MattWalshBlog \\u201cA really efficient totalitarian state would be one in which the all-powerful executive of political bosses\\u2026'
91,1327125554080997376,2020-11-13 05:46:03,mosermr,"Johnson City, TN",0,6409,0.045833333333333316,0.5625,set(),0,b'RT @KamalaHarris: Too many people are grieving the devastating loss of a loved one due to COVID\\u2014many of whom were forced to die alone. It s\\u2026'
92,1327125553183412224,2020-11-13 05:46:03,tinykooism,i do nothing but rt im sorry ,0,3237,0.22424242424242424,0.6363636363636364,set(),0,b'RT @vantefIwr: the prime minister of south korea saying bts is unstoppable and he hopes their new album reaches a new milestone. important\\u2026'
93,1327125552138948611,2020-11-13 05:46:03,JerryRavin,,0,959,0.33333333333333337,0.5958333333333333,set(),0,"b'RT @CaptGopinath: The portrayal of my wife Bhargavi by Aparna was very well etched out , of a woman who had her own mind , strong but soft\\u2026'"
94,1327125551740563456,2020-11-13 05:46:02,jjksunshinee_,she/her,0,1,0.75,0.4,set(),0,"b'RT @lonelybr_: @BENEEMUSIC #HeyuxParty You are the best artist I have ever known and a better person, because of you I was encouraged to en\\u2026'"
